# TAGS -- 1120 classification tags
# count	locations	tag	note
1	0	master assassin	0% beside herbs
1	1	master of gifts	0% beside herbs
1	1	master of services	0% beside herbs
1	1	meb bed	100% beside herbs
1	1	meb loft	100% beside herbs
1	1	meb node	100% beside herbs
1	1	meb's bed	100% beside herbs
1	1	meb's loft	100% beside herbs
1	1	meb's node	100% beside herbs
1	1	mebloft	100% beside herbs
1	1	mebnode	100% beside herbs
1	1	mebroom	100% beside herbs
1	1	menagerie madness	0% beside herbs
1	1	messhall	100% beside herbs
1	1	militia hall	0% beside herbs
1	1	militia keep	0% beside herbs
1	1	mirtag	0% beside herbs
1	1	mobile smithy	100% beside herbs
1	1	moneychanger	0% beside herbs
1	1	moonsedge crypt	100% beside herbs
1	1	moothall	100% beside herbs
1	1	ms crypt	100% beside herbs
1	1	mscastle	100% beside herbs
1	1	mscrypt	100% beside herbs
1	1	mslib	0% beside herbs
1	1	mularos	0% beside herbs
1	1	narwhal	0% beside herbs
1	1	needle	0% beside herbs
1	1	needle of pentas	0% beside herbs
1	1	nest	100% beside herbs
1	1	night market	0% beside herbs
1	1	night markets	0% beside herbs
1	1	nightowl	0% beside herbs
1	1	niima	0% beside herbs
1	1	northmarket	100% beside herbs
1	1	npc locksmith	100% beside herbs
1	1	npcbless	100% beside herbs
1	1	npclocksmith	100% beside herbs
1	1	obsidian acropolis	0% beside herbs
1	1	obsidian acropolis lyceum	0% beside herbs
1	1	obsidian acropolis observatory	0% beside herbs
1	1	obsidian acropolis oubliette	0% beside herbs
1	1	obsidian acropolis stoa	0% beside herbs
1	1	obsidian acropolis workshop	0% beside herbs
1	1	oleani	0% beside herbs
1	1	ophidian cabal	0% beside herbs
1	1	orange persimmon	100% beside herbs
1	1	orb	100% beside herbs
1	1	organ	0% beside herbs
1	1	osaguild	100% beside herbs
1	1	osasshop	0% beside herbs
1	1	osatask	100% beside herbs
1	1	papers	0% beside herbs
1	1	patio	0% beside herbs
1	1	pauper workshop	0% beside herbs
1	1	paupers	100% beside herbs
1	1	pauperslocker	0% beside herbs
1	1	peer curtain =~ /Beacon Hall/	0% beside herbs
1	1	peer curtain =~ /Twilight, West Tapestry Room/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Beacon Hall Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Cairnfang Manor Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Helden Hall Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, House Brigatta Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, House Phoenix Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, House Sovyn Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, House Sylvanfair Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Rone Academy Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Silvergate Inn Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Twilight Hall Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, White Haven Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Annex, Willow Hall Lobby\]$/	0% beside herbs
1	1	peer curtain =~ /^\[Paupers, Annex Lobby\]$/	0% beside herbs
1	1	peer door =~ /Arcane Masters|House of Paupers/	100% beside herbs
1	1	peer door =~ /Beacon Hall|Obsidian Tower/	100% beside herbs
1	1	peer door =~ /House Brigatta|Cairnfang Manor/	100% beside herbs
1	1	peer door =~ /House Sylvanfair|House Sovyn/	100% beside herbs
1	1	peer door =~ /Rising Phoenix|Argent Aspis/	100% beside herbs
1	1	peer door =~ /Silvergate Inn|Twilight Hall/	100% beside herbs
1	1	peer door =~ /White Haven|Helden Hall/	100% beside herbs
1	1	peer door =~ /Willow Hall|Rone Academy/	100% beside herbs
1	1	peer down =~ /Obvious exits: up, down/	0% beside herbs
1	1	peer down =~ /^Obvious exits: southeast, up/	0% beside herbs
1	1	peer down =~ /^Obvious exits: southeast/	0% beside herbs
1	1	peer down =~ /^Obvious exits: southwest/	0% beside herbs
1	1	peer east =~ /^Obvious (?:paths|exits): east, west/	100% beside herbs
1	1	peer east =~ /^Obvious (?:paths|exits): northeast, east, west, northwest/	100% beside herbs
1	1	peer east =~ /^Obvious exits: south, west/	0% beside herbs
1	1	peer ne =~ /Obvious paths: north, southeast, south, southwest/	100% beside herbs
1	1	peer ne =~ /Obvious paths: north, southwest/	100% beside herbs
1	1	peer north =~ /^Obvious exits: north, south$/	0% beside herbs
1	1	peer north =~ /^Obvious paths: east, southeast, south, southwest$/	100% beside herbs
1	1	peer north =~ /^Obvious paths: east, southeast, south, southwest, west$/	100% beside herbs
1	1	peer north =~ /^Obvious paths: north, northeast, east, south/	100% beside herbs
1	1	peer north =~ /^Obvious paths: northeast, south, northwest/	100% beside herbs
1	1	peer north =~ /^Obvious paths: south/	0% beside herbs
1	1	peer northeast =~ /A Twisting Tunnel, Shaft/	100% beside herbs
1	1	peer northeast =~ /^Obvious exits: north, east, southwest, west, up$/	100% beside herbs
1	1	peer northeast =~ /^Obvious exits: north, northeast, southwest, west$/	100% beside herbs
1	1	peer northeast =~ /^Obvious exits: north, northeast, southwest, west, down$/	100% beside herbs
1	1	peer northeast =~ /^Obvious exits: northeast, east, south, southwest, down$/	100% beside herbs
1	1	peer northeast =~ /^Obvious paths: east, southwest/	0% beside herbs
1	1	peer northeast =~ /^Obvious paths: north, southwest, west, northwest$/	100% beside herbs
1	1	peer northeast =~ /^Obvious paths: south, southwest, west, northwest$/	100% beside herbs
1	1	peer northwest =~ /^Obvious paths: southeast, northwest/	0% beside herbs
1	1	peer opening =~ /Twilight, West Tapestry Room/	0% beside herbs
1	1	peer opening =~ /You also see a curtained opening and a steel door\./	0% beside herbs
1	1	peer opening =~ /^Obvious exits: east, west$/	0% beside herbs
1	1	peer opening =~ /^Obvious exits: north$/	0% beside herbs
1	1	peer opening =~ /^Obvious exits: north, east, south$/	0% beside herbs
1	1	peer opening =~ /^Obvious exits: north, south, west$/	0% beside herbs
1	1	peer opening =~ /^Obvious exits: west$/	0% beside herbs
1	1	peer opening =~ /^\[Paupers, Hallway\]/	0% beside herbs
1	1	peer out =~ /^\[Beacon Hall, Storage Room\]$/	0% beside herbs
1	1	peer out =~ /^\[Helden Hall, Commons\]$/	0% beside herbs
1	0	peer passage =~ /^\[The Heart of the Art, Icemule\]/	0% beside herbs
1	0	peer passage =~ /^\[The Heart of the Art, Solhaven\]/	0% beside herbs
1	1	peer se =~ /Obvious paths: north, northeast, south, northwest/	100% beside herbs
1	1	peer se =~ /Obvious paths: south, northwest/	100% beside herbs
1	1	peer se =~ /Obvious paths: southeast, northwest/	100% beside herbs
1	1	peer se =~ /expansive stone door/	0% beside herbs
1	1	peer south =~ /Obvious exits: north, south/	100% beside herbs
1	1	peer south =~ /^Obvious exits: north, south$/	100% beside herbs
1	1	peer south =~ /^Obvious paths: north, east, southeast, west/	0% beside herbs
1	1	peer south =~ /expansive stone door/	0% beside herbs
1	1	peer southeast =~ /^Obvious paths: north, northeast, east, south, southwest, west, northwest$/	100% beside herbs
1	1	peer southeast =~ /^Obvious paths: north, northeast, east, southeast, south, southwest, west, northwest$/	100% beside herbs
1	1	peer southwest =~ /^Obvious paths: north, northeast, east, northwest$/	100% beside herbs
1	1	peer southwest =~ /^Obvious paths: north, northeast, east, southeast$/	100% beside herbs
1	1	peer southwest =~ /^Obvious paths: north, northeast, east, southeast, south, northwest$/	100% beside herbs
1	1	peer southwest =~ /^Obvious paths: north, northeast, east, southeast, south, west, northwest$/	100% beside herbs
1	1	peer sw =~ /Obvious paths: north, northeast, south, northwest/	100% beside herbs
1	1	peer sw =~ /Obvious paths: northeast/	100% beside herbs
1	1	peer sw =~ /expansive stone door/	0% beside herbs
1	1	peer trapdoor =~ /Clumps of dirt make the travel here uneven and bumpy/	0% beside herbs
1	1	peer up =~ /^Obvious exits: west, down/	0% beside herbs
1	1	peer west =~ /\[Dark Shrine, Large Chamber\]/	0% beside herbs
1	1	peer west =~ /^Obvious (?:paths|exits): east, west, northwest/	100% beside herbs
1	1	peer west =~ /^Obvious (?:paths|exits): northeast, east, west, northwest/	100% beside herbs
1	1	peer west =~ /^Obvious (?:paths|exits): northeast, east/	100% beside herbs
1	1	peer west =~ /^Obvious exits: east$/	0% beside herbs
1	1	peregrine	100% beside herbs
1	1	phang	0% beside herbs
1	1	phoenix	100% beside herbs
1	1	pixiehunt	0% beside herbs
1	1	plat lodge	0% beside herbs
1	1	platinum lodge	0% beside herbs
1	1	poohbah	0% beside herbs
1	1	poorquarter	100% beside herbs
1	1	pp:oberwood	100% beside herbs
1	1	premium trove	0% beside herbs
1	1	property trove	0% beside herbs
1	1	ps:banthal	0% beside herbs
1	1	ps:nonie	0% beside herbs
1	1	ps:teclys	0% beside herbs
1	1	pub	0% beside herbs
1	1	purser	100% beside herbs
1	1	pylon	0% beside herbs
1	1	raincail	0% beside herbs
1	1	ranger guild shop	100% beside herbs
1	1	reagent	100% beside herbs
1	1	reim	100% beside herbs
1	1	reim task	0% beside herbs
1	1	reim:vortex	0% beside herbs
1	1	repair	100% beside herbs
1	1	repairs	100% beside herbs
1	1	restaurant	0% beside herbs
1	1	restricted:11485:skill:climbing:15	0% beside herbs
1	1	restricted:7918:skill:climbing:100	100% beside herbs
1	1	retrone	0% beside herbs
1	1	ringleader	0% beside herbs
1	1	rogue guild hardlock:case	0% beside herbs
1	1	rogue guild hardlock:gate	100% beside herbs
1	1	rogue guild hardlock:hatchway	0% beside herbs
1	1	roguemasters	0% beside herbs
1	1	roguetrain	0% beside herbs
1	1	rol:chaos	0% beside herbs
1	1	rol:elemental	0% beside herbs
1	1	rol:order	0% beside herbs
1	1	rol:planar	0% beside herbs
1	1	rol:spiritual	0% beside herbs
1	1	roles	100% beside herbs
1	1	roneacademy	100% beside herbs
1	1	ruol	0% beside herbs
1	1	ryjex	0% beside herbs
1	1	sablecross	0% beside herbs
1	1	sadie	0% beside herbs
1	1	sails	100% beside herbs
1	1	sands	100% beside herbs
1	1	sara	0% beside herbs
1	1	saranja	0% beside herbs
1	1	saraphenia	0% beside herbs
1	1	sboard	0% beside herbs
1	1	sea	100% beside herbs
1	1	seamstress	0% beside herbs
1	1	sentry	100% beside herbs
1	1	set desc on; peer down =~ /^Huge steps .* The floor of the cavern is far below, and anyone who fell over the unprotected edge of the stairway would surely die in the fall./	0% beside herbs
1	1	set desc on; peer east =~ /^A throne sits in the middle/	100% beside herbs
1	1	set desc on; peer east =~ /^Climbing a small hill/	100% beside herbs
1	1	set desc on; peer northeast =~ /^A fur-matted, four-legged creature scurries/	0% beside herbs
1	1	set desc on; peer northeast =~ /^Moving deeper into the woodlands/	0% beside herbs
1	1	set desc on; peer out =~ /^A strong sea breeze rushes through,/	0% beside herbs
1	1	set desc on; peer out =~ /^A woodworking masterpiece, a wooden wheel/	0% beside herbs
1	1	set desc on; peer out =~ /^Bars for a capstan are stacked/	0% beside herbs
1	1	set desc on; peer out =~ /^In the shadows cast from the/	0% beside herbs
1	1	set desc on; peer out =~ /^Situated across from a wheel and/	0% beside herbs
1	1	set desc on; peer out =~ /^The mizzenmast towers over a capstan,/	0% beside herbs
1	1	set desc on; peer up =~ /^Huge steps .* Details of the cavern floor far below are lost in the shadowy distance./	0% beside herbs
1	1	sewer	0% beside herbs
1	1	sharth	0% beside herbs
1	1	sheru	0% beside herbs
1	1	ship dealer	100% beside herbs
1	1	ship seller	100% beside herbs
1	1	ships	100% beside herbs
1	1	shipshull	100% beside herbs
1	1	shipwheel	100% beside herbs
1	1	shovel	0% beside herbs
1	1	silver-cost:1013:1000	0% beside herbs
1	1	silver-cost:1013:2000	0% beside herbs
1	1	silver-cost:10838:12500	0% beside herbs
1	1	silver-cost:10838:35000	100% beside herbs
1	1	silver-cost:11754:25000	0% beside herbs
1	1	silver-cost:1261:1000	0% beside herbs
1	1	silver-cost:1261:2000	0% beside herbs
1	1	silver-cost:1267:1000	0% beside herbs
1	1	silver-cost:1870:35000	100% beside herbs
1	1	silver-cost:19949:1	100% beside herbs
1	1	silver-cost:221:3000	100% beside herbs
1	1	silver-cost:2487:3000	0% beside herbs
1	1	silver-cost:250:10000	0% beside herbs
1	1	silver-cost:250:12500	100% beside herbs
1	1	silver-cost:25691:500	0% beside herbs
1	1	silver-cost:25858:2000	100% beside herbs
1	1	silver-cost:25971:2000	100% beside herbs
1	1	silver-cost:25975:2000	0% beside herbs
1	1	silver-cost:2773:3000	100% beside herbs
1	1	silver-cost:29033:35000	100% beside herbs
1	1	silver-cost:30934:250	100% beside herbs
1	1	silver-cost:31069:3000	0% beside herbs
1	1	silver-cost:31493:25000	0% beside herbs
1	1	silver-cost:32075:2000	0% beside herbs
1	1	silver-cost:32372:12500	100% beside herbs
1	1	silver-cost:993:1000	0% beside herbs
1	1	silvergate	0% beside herbs
1	1	silvergate inn	0% beside herbs
1	1	songstone	0% beside herbs
1	1	southgate	100% beside herbs
1	1	sovyn	100% beside herbs
1	1	spidersilk apothecary	100% beside herbs
1	1	spiderweb	100% beside herbs
1	1	spire	0% beside herbs
1	1	stablehand	0% beside herbs
1	1	stands	0% beside herbs
1	1	stationary	0% beside herbs
1	1	stationary store	0% beside herbs
1	1	sunfist grandmaster	0% beside herbs
1	1	sunny yellow rose	100% beside herbs
1	1	swarmwall	0% beside herbs
1	1	sylvan camp	100% beside herbs
1	1	sylvan glade	100% beside herbs
1	1	sylvanfair	100% beside herbs
1	1	sylvanfair annex	0% beside herbs
1	1	sylvanfair locker	0% beside herbs
1	1	sylvisterai	100% beside herbs
1	1	sylvisterai camp	100% beside herbs
1	1	sylvisterai glade	100% beside herbs
1	1	tables1	0% beside herbs
1	1	tables2	0% beside herbs
1	1	tables3	0% beside herbs
1	1	tackle gear	0% beside herbs
1	1	tackle shop	0% beside herbs
1	1	tackleshop	0% beside herbs
1	1	tactician	0% beside herbs
1	0	talondown	0% beside herbs
1	0	talondown exit	0% beside herbs
1	1	task	100% beside herbs
1	1	taskboard	100% beside herbs
1	1	taskmaster	100% beside herbs
1	1	tavern	0% beside herbs
1	1	tc	100% beside herbs
1	1	tea	0% beside herbs
1	1	tea shop	0% beside herbs
1	1	teashop	0% beside herbs
1	1	telearat	0% beside herbs
1	1	the falcon	0% beside herbs
1	1	theater	0% beside herbs
1	1	throne	0% beside herbs
1	1	tonis	0% beside herbs
1	1	tot	0% beside herbs
1	1	totems	100% beside herbs
1	1	treasure trove	0% beside herbs
1	1	trick or treat	0% beside herbs
1	1	trove 1	0% beside herbs
1	1	trove 2	0% beside herbs
1	1	trove 3	0% beside herbs
1	1	trove 4	0% beside herbs
1	1	trove npc	0% beside herbs
1	1	tsalinx	0% beside herbs
1	1	tsc	100% beside herbs
1	1	twilight hall	100% beside herbs
1	1	twilight workshop	0% beside herbs
1	1	unlocker	0% beside herbs
1	1	urchin guide amaranthgate	100% beside herbs
1	1	urchin guide annattogate	100% beside herbs
1	1	urchin guide beldrins	100% beside herbs
1	1	urchin guide blacksmith	100% beside herbs
1	1	urchin guide briarstone	100% beside herbs
1	1	urchin guide catwalk	100% beside herbs
1	1	urchin guide citygate	100% beside herbs
1	1	urchin guide clovertooth	100% beside herbs
1	1	urchin guide common	100% beside herbs
1	1	urchin guide dais	100% beside herbs
1	1	urchin guide dancingdahcre	100% beside herbs
1	1	urchin guide drawbridge	100% beside herbs
1	1	urchin guide eastcart	0% beside herbs
1	1	urchin guide eastgate	100% beside herbs
1	1	urchin guide easttower	100% beside herbs
1	1	urchin guide ferry	100% beside herbs
1	1	urchin guide friths	100% beside herbs
1	1	urchin guide garden	100% beside herbs
1	1	urchin guide goldenhelm	100% beside herbs
1	1	urchin guide hearthstone	100% beside herbs
1	1	urchin guide helgas	0% beside herbs
1	1	urchin guide helgreths	100% beside herbs
1	1	urchin guide keep	100% beside herbs
1	1	urchin guide kingscourt	100% beside herbs
1	1	urchin guide lighthouse	0% beside herbs
1	1	urchin guide losthome	100% beside herbs
1	1	urchin guide malwith	0% beside herbs
1	1	urchin guide market	100% beside herbs
1	1	urchin guide marketbridge	100% beside herbs
1	1	urchin guide messageboard	100% beside herbs
1	1	urchin guide monument	100% beside herbs
1	1	urchin guide moonglae	100% beside herbs
1	1	urchin guide moothall	100% beside herbs
1	1	urchin guide nightowl	0% beside herbs
1	1	urchin guide northmarket	100% beside herbs
1	1	urchin guide osaguild	100% beside herbs
1	1	urchin guide pipeden	0% beside herbs
1	1	urchin guide poorquarter	100% beside herbs
1	1	urchin guide portmaster	100% beside herbs
1	1	urchin guide purser	100% beside herbs
1	1	urchin guide safehaven	100% beside herbs
1	1	urchin guide sanctuary	100% beside herbs
1	1	urchin guide shimmarglin	100% beside herbs
1	1	urchin guide southgate	100% beside herbs
1	1	urchin guide statue	100% beside herbs
1	1	urchin guide tc	100% beside herbs
1	1	urchin guide thrak	100% beside herbs
1	1	urchin guide tinctures	0% beside herbs
1	1	urchin guide tower	0% beside herbs
1	1	urchin guide tsc	100% beside herbs
1	1	urchin guide vermiliongate	100% beside herbs
1	1	urchin guide victorygate	100% beside herbs
1	1	urchin guide wayside	100% beside herbs
1	1	urchin guide westcart	0% beside herbs
1	1	vaalor citizen lounge	0% beside herbs
1	1	vaalor handler	100% beside herbs
1	1	vermiliongate	100% beside herbs
1	1	victorygate	100% beside herbs
1	1	voaris	0% beside herbs
1	1	vortex	0% beside herbs
1	1	vote	0% beside herbs
1	1	voting	0% beside herbs
1	1	wads	0% beside herbs
1	1	wadsworth	0% beside herbs
1	1	warrior guild boxes	0% beside herbs
1	1	warrior guild dark chamber	0% beside herbs
1	1	warrior guild ice	0% beside herbs
1	1	warrior guild master	0% beside herbs
1	1	warrior guild metal door	0% beside herbs
1	1	warrior guild tool rack	0% beside herbs
1	1	warrior guild tubs	0% beside herbs
1	1	warrior guild wheels	0% beside herbs
1	1	warrior guild wood door	0% beside herbs
1	1	warrior guild workshop	0% beside herbs
1	1	warrior tool rack	0% beside herbs
1	1	wayside	100% beside herbs
1	1	well	100% beside herbs
1	1	westcart	0% beside herbs
1	1	wheel	100% beside herbs
1	1	whirlin	0% beside herbs
1	1	white feverfew bloom	0% beside herbs
1	1	willow	0% beside herbs
1	1	wind cave	100% beside herbs
1	1	wishing well	100% beside herbs
1	1	witchhunt	0% beside herbs
1	1	witchhut	0% beside herbs
1	1	wizard guild master	100% beside herbs
1	1	wlhelden	100% beside herbs
1	1	workshop:paupers	0% beside herbs
1	1	workshop:phoenix	100% beside herbs
1	1	workshop:silvergate	0% beside herbs
1	1	xec	0% beside herbs
1	1	xilona	0% beside herbs
1	1	ylandra dark tower	0% beside herbs
