room_id	uids	title	location	region	region_src	area	area_src	status	event	sense	doors
7172	2162220	[Graveyard, Path]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	2
7173	2162201	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	1
7174	2162202	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7175	2162203	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7176	2162204	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7177	2162205	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7178	2162206	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7179	2162207	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7180	2162208	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7181	2162210	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7182	2162209	[Graveyard, Burial Grounds]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7183	2162211	[Graveyard, Wooded Glade]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7184	18018	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7185	18019	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7186	18020	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7187	18028	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7188	18027	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7189	18021	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7190	18022	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7191	18023	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7192	18024	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7193	18025	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7194	18026	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7195	18036	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7196	18037	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7197	18042	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7198	18038	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7199	18039	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7200	18040	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7201	18043	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7202	18044	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7203	18052	[Graveyard]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7204	18053	[Graveyard, Creek Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7205	18054	[Graveyard, Creek Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7206	18029	[Graveyard, Top of Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7207	18070	[Top of Mound, Depression]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7208	2162101	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7209	2162105	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7210	2162106	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7211	2162107	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7212	2162108	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7213	2162111	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7214	2162112	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7215	2162113	[Underbarrow, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7216	2162114	[Underbarrow, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7217	2162115	[Underbarrow, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7218	2162116	[Underbarrow, Burial Chamber]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7219	2162119	[Underbarrow, Burial Chamber]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7220	2162120	[Underbarrow, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7221	2162121	[Underbarrow, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7222	2162122	[Underbarrow, Dead End]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7223	2162117	[Underbarrow, Burial Chamber]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7224	2162118	[Underbarrow, Burial Chamber]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7225	18203	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7226	18208	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7227	18202	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7228	18205	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	the Graveyard	mapdb location	live		indoor	1
7229	18209	[Under Crypt, Ice Room]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7230	18206	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	the Graveyard	mapdb location	live		indoor	0
7231	18201	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7232	18200	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7233	18207	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7234	18204	[Under Crypt, Tunnels]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7235	18110	[Under Barrow, Shaft]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7236	18109	[Under Barrow, Shaft]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7237	18108	[Under Barrow, Shaft]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7238	18107	[Under Barrow, Deep Shaft]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7239	18106	[Under Barrow, Banquet Hall]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7240	18104	[Under Barrow, Throne Room]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7241	18105	[Under Barrow, Storeroom]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7242	18103	[Under Barrow, Cavern]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7243	18102	[Under Barrow, Slimy Passage]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7244	18101	[Under Barrow, Sloping Passage]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7245	18065	[Graveyard, Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7246	2162110	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7247	2162109	[Graveyard, Barrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7248	2162103	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7249	2162102	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7250	2162104	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7251	18051	[Graveyard, Bog]	the Graveyard	Wehnimer's Landing	inferred	the Graveyard	mapdb location	live		outdoor	1
7252	18048	[Graveyard, Bog]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7253	2162017	[Graveyard, Boggy Path]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7254	2162001	[Graveyard, Boggy Path]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7255	2162010	[Wormwood Slough, Boggy Trail]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7256	2162011	[Wormwood Slough, Burial Pits]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7257	2162013	[Wormwood Slough, Burial Pits]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7258	2162014	[Wormwood Slough, Burial Pits]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7259	2162015	[Wormwood Slough, Excavated Pit]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7260	2162016	[Wormwood Slough, Excavation]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		indoor	1
7261	2162012	[Wormwood Slough, Creek Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7262	18060	[Graveyard, Bog]	the Graveyard	Wehnimer's Landing	inferred	the Graveyard	mapdb location	live		outdoor	0
7263	18050	[Graveyard, Bog]	the Graveyard	Wehnimer's Landing	inferred	the Graveyard	mapdb location	live		outdoor	0
7264	2162002	[Wormwood Slough, Slippery Path]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7265	2162009	[Wormwood Slough, Trench]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7266	2162006	[Wormwood Slough, Creek Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7267	2162007	[Wormwood Slough, Muddy Slope]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7268	2162008	[Wormwood Slough, Mire]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7269	2162004	[Wormwood Slough, Mire]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7270	2162005	[Wormwood Slough, Mire]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7271	2162003	[Wormwood Slough, Mound]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7272	18049	[Graveyard, Bog]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7273	2156001	[Graveyard, Natural Dam]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7274	2156002	[Graveyard, Creek Bed]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7275	2156003	[Graveyard, Creek Bed]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7276	2156004	[Graveyard, Creek Bed]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7277	2156005	[Mild Slope]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	0
7278	2156006	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7279	2156007	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7280	2156008	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7281	2156009	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7282	2156010	[Slither Creek, Stone Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7283	2156011	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7284	2156012	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7285	2156013	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7286	2156014	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7287	2156015	[Slither Creek, South Bank]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7288	2156016	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7289	2156017	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7290	2156018	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7291	2156019	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7292	2156020	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7293	2156021	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7294	2156022	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7295	2156023	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7296	2156024	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7297	2156025	[Slither Creek]	the Graveyard	Wehnimer's Landing	mapdb	wehnimers-landing-graveyard-north	official layout	live		outdoor	1
7298	18066	[Graveyard, Crypt]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7299	18017	[Graveyard, Anteroom]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7300	18067	[Graveyard, Under Crypt]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7301	18055	[Graveyard, Under Crypt]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7302	18016	[Graveyard, Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7303	18058	[Graveyard, Under Crypt]	the Graveyard	Wehnimer's Landing	inferred	the Graveyard	mapdb location	live		indoor	0
7304	18063	[Graveyard, Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7305	18064	[Graveyard, Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7306	18034	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7307	18030	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7308	18031	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7309	18035	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7310	18033	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7311	18032	[Graveyard, Burial Mound]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7312	2150010	[Narrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7313	2150011	[Narrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7314	2150013	[Narrow Tunnel]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7315	2150014	[Underground Chamber]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7316	2150009	[Dark Crevice]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7317	2150008	[Dark Crevice]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	0
7318	2150001	[Dark Crevice]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		indoor	1
7319	2150002	[Secluded Valley]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7320	2150004	[Secluded Valley]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7321	2150003	[Secluded Valley]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7322	2150006	[Secluded Valley]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7323	2150005	[Secluded Valley]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7324	2150007	[Secluded Valley]	the Graveyard	Wehnimer's Landing	inferred	wehnimers-landing-graveyard	official layout	live		outdoor	0
7325	389030	[Shadow Valley]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7326	389031	[Shadow Valley]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7327	389033	[Shadow Valley]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7328	389035	[Shadow Valley]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7329	389034	[Shadow Valley]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	1
7330	389032	[Shadow Valley]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7331	389036	[A Dark Crevice]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		indoor	0
7332	2161001	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7333	2161004	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7334	2161002	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7335	2161005	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7336	2161003	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7337	2161006	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7338	2161010	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7339	2161014	[Dark Pasture, Black Stream]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7340	2161018	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7341	2161013	[Dark Pasture, Black Stream]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7342	2161009	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7343	2161017	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7344	2161012	[Dark Pasture, Black Stream]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7345	2161008	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7346	2161007	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7347	2161011	[Dark Pasture, Black Stream]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7348	2161022	[Shadow Valley, Dark Pasture]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7349	2160001	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7350	2160004	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7351	2160002	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7352	2160005	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7353	2160003	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7354	2160006	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7355	2160010	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7356	2160012	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7357	2160013	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7358	2160014	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7359	2160015	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7360	2160009	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7361	2160011	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7362	2160016	[Shadow Plain, Black Hills]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7363	2160029	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7364	2160026	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7365	2160025	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
7366	2160027	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	1
7367	2160028	[Shadow Plain]	the Shadow Valley	Wehnimer's Landing	mapdb	wehnimers-landing-shadow-valley	official layout	live		outdoor	0
