room_id	want	title	near	reach_via	uid
14566	location	[Aloreain's Weaponry]	Wehnimer's Landing	from RoomId(337) reverse of Command("out")	no-uid
14658	location	[Museum Gallery, East Wing]	Wehnimer's Landing	from RoomId(14655) reverse of Command("west")	no-uid
14988	location	[Kearivon's Magic Shoppe]	Wehnimer's Landing	from RoomId(375) reverse of Command("out")	no-uid
15011	location	[Neokume's Magic Shoppe]	Wehnimer's Landing	from RoomId(338) reverse of Command("out")	no-uid
15013	location	[Turambor's Outfitting]	Wehnimer's Landing	from RoomId(338) reverse of Command("out")	no-uid
15014	location	[Sefifoot's Magic Shoppe]	Wehnimer's Landing	from RoomId(338) reverse of Command("out")	no-uid
15015	location	[Zzentar's Magic Shoppe]	Wehnimer's Landing	from RoomId(338) reverse of Command("out")	no-uid
15016	location	[Naora's Outfitting]	Wehnimer's Landing	from RoomId(370) reverse of Command("out")	no-uid
15020	location	[Kelestra's Weaponry]	Wehnimer's Landing	from RoomId(370) reverse of Command("out")	no-uid
15038	location	[Faiyth's Outfitting]	Wehnimer's Landing	from RoomId(3878) reverse of Command("out")	no-uid
15042	location	[Tharken's Magic Shoppe]	Wehnimer's Landing	from RoomId(373) reverse of Command("out")	no-uid
15046	location	[Tolwynn's Outfitting]	Wehnimer's Landing	from RoomId(373) reverse of Command("out")	no-uid
15065	location	[Xandalf's Combat Gear]	Wehnimer's Landing	from RoomId(367) reverse of Command("out")	no-uid
15067	location	[Ihston's Magic Shoppe]	Wehnimer's Landing	from RoomId(367) reverse of Command("out")	no-uid
15083	location	[Laphrael's Outfitting]	Wehnimer's Landing	from RoomId(368) reverse of Command("out")	no-uid
15084	location	[Thakirin's Magic Shoppe]	Wehnimer's Landing	from RoomId(368) reverse of Command("out")	no-uid
15087	location	[Kristabel's Outfitting]	Wehnimer's Landing	from RoomId(368) reverse of Command("out")	no-uid
15091	location	[Mertimus's Magic Shoppe]	Wehnimer's Landing	from RoomId(361) reverse of Command("out")	no-uid
15092	location	[Zellyle's Outfitting]	Wehnimer's Landing	from RoomId(361) reverse of Command("out")	no-uid
15093	location	[Celeerial's Magic Shoppe]	Wehnimer's Landing	from RoomId(363) reverse of Command("out")	no-uid
15096	location	[Daluthas' Armory]	Wehnimer's Landing	from RoomId(363) reverse of Command("out")	no-uid
15097	location	[Japhrimel's Outfitting]	Wehnimer's Landing	from RoomId(363) reverse of Command("out")	no-uid
15109	location	[Fleurs' General Store]	Wehnimer's Landing	from RoomId(364) reverse of Command("out")	no-uid
15111	location	[Cawen's General Store]	Wehnimer's Landing	from RoomId(364) reverse of Command("out")	no-uid
15118	location	[Theia's General Store]	Wehnimer's Landing	from RoomId(359) reverse of Command("out")	no-uid
15120	location	[Corlith's Weaponry]	Wehnimer's Landing	from RoomId(359) reverse of Command("out")	no-uid
15123	location	[Fireblaze's Outfitting]	Wehnimer's Landing	from RoomId(358) reverse of Command("out")	no-uid
15124	location	[Miaehia's Outfitting]	Wehnimer's Landing	from RoomId(358) reverse of Command("out")	no-uid
15132	location	[Qitha's Weaponry]	Wehnimer's Landing	from RoomId(341) reverse of Command("out")	no-uid
15141	location	[Lyraek's Armory]	Wehnimer's Landing	from RoomId(360) reverse of Command("out")	no-uid
15145	location	[Jezbelle's Outfitting]	Wehnimer's Landing	from RoomId(353) reverse of Command("out")	no-uid
15151	location	[Sorrowen's Weaponry]	Wehnimer's Landing	from RoomId(355) reverse of Command("out")	no-uid
15157	location	[Krystala's Weaponry]	Wehnimer's Landing	from RoomId(354) reverse of Command("out")	no-uid
15161	location	[Rogane's Combat Gear]	Wehnimer's Landing	from RoomId(354) reverse of Command("out")	no-uid
15171	location	[Liagala's Outfitting]	Wehnimer's Landing	from RoomId(356) reverse of Command("out")	no-uid
15177	location	[Pithy's Outfitting]	Wehnimer's Landing	from RoomId(351) reverse of Command("out")	no-uid
15178	location	[Debia's Outfitting]	Wehnimer's Landing	from RoomId(351) reverse of Command("out")	no-uid
15183	location	[Askip's General Store]	Wehnimer's Landing	from RoomId(350) reverse of Command("out")	no-uid
15184	location	[Cairell's Weaponry]	Wehnimer's Landing	from RoomId(350) reverse of Command("out")	no-uid
15188	location	[Jovana's Outfitting]	Wehnimer's Landing	from RoomId(343) reverse of Command("out")	no-uid
15197	location	[Natook's Magic Shoppe]	Wehnimer's Landing	from RoomId(347) reverse of Command("out")	no-uid
15203	location	[Of Flesh and Blood]	Wehnimer's Landing	from RoomId(346) reverse of Command("out")	no-uid
15204	location	[Erindril's General Store]	Wehnimer's Landing	from RoomId(346) reverse of Command("out")	no-uid
15206	location	[Vandele's Outfitting]	Wehnimer's Landing	from RoomId(346) reverse of Command("out")	
15210	location	[Martaigne's Weaponry]	Wehnimer's Landing	from RoomId(345) reverse of Command("out")	no-uid
15211	location	[Plando's Armory]	Wehnimer's Landing	from RoomId(345) reverse of Command("out")	no-uid
15214	location	[Whistfylle's Outfitting]	Wehnimer's Landing	from RoomId(344) reverse of Command("out")	no-uid
15215	location	[Peritta's Weaponry]	Wehnimer's Landing	from RoomId(344) reverse of Command("out")	no-uid
15221	location	[Joscelyna's Armory]	Wehnimer's Landing	from RoomId(348) reverse of Command("out")	no-uid
15255	location	[Belnia's Outfitting]	Wehnimer's Landing	from RoomId(15187) reverse of Command("east")	no-uid
15256	location	[Belnia's Outfitting]	Wehnimer's Landing	from RoomId(15187) reverse of Command("west")	no-uid
15489	verify-location	[Officers' Prize Closet]	Wehnimer's Landing	from RoomId(15481) reverse of Command("out")	no-uid
15946	location	[Ondreian's Weaponry]	Wehnimer's Landing	from RoomId(338) reverse of Command("out")	no-uid
15948	verify-location	[Paupers, Vault]	Wehnimer's Landing	from RoomId(7987) reverse of Steps([Step { action: TryMove("go opening"), when: None }, Step { action: Put("close locker"), when: Some(StillHere) }, Step { action: Move("go opening"), when: Some(StillHere) }])	
15950	verify-location	[Paupers, Vault]	Wehnimer's Landing	from RoomId(7989) reverse of Steps([Step { action: TryMove("go opening"), when: None }, Step { action: Put("close locker"), when: Some(StillHere) }, Step { action: Move("go opening"), when: Some(StillHere) }, Step { action: Replan, when: None }])	
15978	location	[Lalyia's Magic Shoppe]	Wehnimer's Landing	from RoomId(344) reverse of Command("out")	no-uid
16574	verify-location	[Rogue Guild, Basement Workshop]	Wehnimer's Landing	from RoomId(16443) reverse of Command("north")	
17734	verify-location	[Empath Guild, Master's Hall]	Wehnimer's Landing	from RoomId(17741) reverse of Command("north")	
17741	verify-location	[Empath Guild, Cauldrons]	Wehnimer's Landing	from RoomId(17734) reverse of Command("south")	
17742	verify-location	[Empath Guild, Cauldron]	Wehnimer's Landing	from RoomId(17741) reverse of Command("out")	
18611	verify-location	[Cleric Guild, Master's Hall]	Wehnimer's Landing	from RoomId(18602) reverse of Command("east")	
18728	verify-location	[Cleric Guild, Training Annex]	Wehnimer's Landing	from RoomId(17104) reverse of Command("east")	
18729	verify-location	[Cleric Guild, Cauldrons]	Wehnimer's Landing	from RoomId(18611) reverse of Command("south")	
18730	verify-location	[Cleric Guild, Cauldron]	Wehnimer's Landing	from RoomId(18729) reverse of Command("out")	
19241	verify-location	[Empath Guild, Training Foyer]	Wehnimer's Landing	from RoomId(17734) reverse of Command("west")	
26365	verify-location	[A Dark Corner]	Wehnimer's Landing	from RoomId(16540) reverse of Command("out")	
26916	verify-location	[Paupers, Vault]	Wehnimer's Landing	from RoomId(7988) reverse of Steps([Step { action: TryMove("go opening"), when: None }, Step { action: Put("close locker"), when: Some(StillHere) }, Step { action: Move("go opening"), when: Some(StillHere) }])	
26917	verify-location	[Paupers, Vault]	Wehnimer's Landing	from RoomId(15952) reverse of Steps([Step { action: TryMove("go opening"), when: None }, Step { action: Put("close locker"), when: Some(StillHere) }, Step { action: Move("go opening"), when: Some(StillHere) }])	
26918	verify-location	[Paupers, Vault]	Wehnimer's Landing	from RoomId(15951) reverse of Steps([Step { action: TryMove("go opening"), when: None }, Step { action: Put("close locker"), when: Some(StillHere) }, Step { action: Move("go opening"), when: Some(StillHere) }])	
26919	verify-location	[Paupers, Vault]	Wehnimer's Landing	from RoomId(24055) reverse of Steps([Step { action: TryMove("go opening"), when: None }, Step { action: Put("close locker"), when: Some(StillHere) }, Step { action: Move("go opening"), when: Some(StillHere) }, Step { action: Replan, when: None }])	
18818	verify-location	[A Weathered Shack]	Whistler's Pass	from RoomId(54) reverse of Command("out")	
21303	verify-location	[Officers' Prize Closet]	Willow Hall	from RoomId(21302) reverse of Command("out")	no-uid
16866	location	[Dread's Outfitting]	Zul Logoth	from RoomId(9424) reverse of Command("out")	no-uid
23403	verify-location	[A Dark Tunnel]	Zul Logoth	from RoomId(23402) reverse of Steps([Step { action: Cast("Sigil of Resolve"), when: Some(All([Not(Setting("ice_mode", "run")), SpellKnown("Sigil of Resolve"), SpellAffordable("Sigil of Resolve"), Not(SpellActive("Sigil of Resolve"))])) }, Step { action: Pause(4200), when: Some(Any([Setting("ice_mode", "wait"), All([Not(Setting("ice_mode", "run")), Any([EncumbranceOver(50), All([SkillUnder("survival", 50), Not(SpellActive("Haste"))])])])])) }, Step { action: Move("north"), when: None }])	
23404	verify-location	[A Dark Tunnel]	Zul Logoth	from RoomId(23403) reverse of Steps([Step { action: Cast("Sigil of Resolve"), when: Some(All([Not(Setting("ice_mode", "run")), SpellKnown("Sigil of Resolve"), SpellAffordable("Sigil of Resolve"), Not(SpellActive("Sigil of Resolve"))])) }, Step { action: Pause(4200), when: Some(Any([Setting("ice_mode", "wait"), All([Not(Setting("ice_mode", "run")), Any([EncumbranceOver(50), All([SkillUnder("survival", 50), Not(SpellActive("Haste"))])])])])) }, Step { action: Move("north"), when: None }])	
18115	verify-location	[Sorcerer Guild, Arcane Studies]	the Coastal Cliffs	from RoomId(18114) reverse of Command("go door")	
18124	verify-location	[Sorcerer Guild, Cauldrons]	the Coastal Cliffs	from RoomId(18123) reverse of Command("north")	
18927	verify-location	[Sorcerer Guild, Cauldron]	the Coastal Cliffs	from RoomId(18124) reverse of Command("out")	
21378	verify-location	[Linen or Leather]	the Feywrot Mire	from RoomId(20143) reverse of Command("out")	no-uid
21389	verify-location	[Delightful Diversions]	the Feywrot Mire	from RoomId(20164) reverse of Command("go door")	no-uid
21398	verify-location	[The Evening's Heiress, Barroom]	the Feywrot Mire	from RoomId(20317) reverse of Command("out")	no-uid
21439	verify-location	[Muck o' the Mire]	the Feywrot Mire	from RoomId(20263) reverse of Command("out")	no-uid
21443	verify-location	[Booze and Brews, Mud]	the Feywrot Mire	from RoomId(20128) reverse of Command("out")	no-uid
21445	verify-location	[On the Lighter Side]	the Feywrot Mire	from RoomId(20269) reverse of Command("out")	no-uid
21457	verify-location	[A Fine Line Between]	the Feywrot Mire	from RoomId(20125) reverse of Command("out")	no-uid
21458	verify-location	[The Blackshire Emporium]	the Feywrot Mire	from RoomId(20125) reverse of Command("out")	no-uid
21464	verify-location	[Instrumentality]	the Feywrot Mire	from RoomId(20143) reverse of Command("out")	no-uid
21472	verify-location	[The Painted Talon]	the Feywrot Mire	from RoomId(20184) reverse of Command("out")	no-uid
21475	verify-location	[Like Nobody's Watching, Entry]	the Feywrot Mire	from RoomId(20192) reverse of Command("out")	no-uid
21486	verify-location	[Friendly Necessities, Shop]	the Feywrot Mire	from RoomId(20213) reverse of Command("out")	no-uid
21507	verify-location	[The Golden Rule]	the Feywrot Mire	from RoomId(20291) reverse of Command("out")	no-uid
21508	verify-location	[Boil and Toil]	the Feywrot Mire	from RoomId(20288) reverse of Command("out")	no-uid
21511	verify-location	[Futile Gestures]	the Feywrot Mire	from RoomId(20288) reverse of Command("out")	no-uid
21514	verify-location	[Feywrot Mire, Dilapidated Yard]	the Feywrot Mire	from RoomId(20275) reverse of Command("out")	no-uid
21523	verify-location	[Monumental Mementos]	the Feywrot Mire	from RoomId(20300) reverse of Command("out")	no-uid
21601	verify-location	[Fen Furnishings]	the Feywrot Mire	from RoomId(20323) reverse of Command("go entrance")	no-uid
21865	verify-location	[Caravan Consignments]	the Feywrot Mire	from RoomId(20264) reverse of Command("go door")	no-uid
22476	verify-location	[Line in the Sand]	the Feywrot Mire	from RoomId(20266) reverse of Command("out")	no-uid
22485	verify-location	[Off the Beaten Trail]	the Feywrot Mire	from RoomId(20143) reverse of Command("out")	no-uid
22494	verify-location	[Get A Grip]	the Feywrot Mire	from RoomId(20291) reverse of Command("out")	no-uid
22495	verify-location	[Quiver And Despair]	the Feywrot Mire	from RoomId(20291) reverse of Command("out")	no-uid
22501	verify-location	[Pelil's Costumery]	the Feywrot Mire	from RoomId(20255) reverse of Command("out")	no-uid
22505	verify-location	[Clepsydra]	the Feywrot Mire	from RoomId(20303) reverse of Command("out")	no-uid
22513	verify-location	[Come To Heel, Showroom]	the Feywrot Mire	from RoomId(20307) reverse of Command("out")	no-uid
22523	verify-location	[Pucker Up]	the Feywrot Mire	from RoomId(20189) reverse of Command("out")	no-uid
22530	verify-location	[Playing Dead, Showroom]	the Feywrot Mire	from RoomId(20151) reverse of Command("out")	no-uid
22546	verify-location	[Cache Cabin]	the Feywrot Mire	from RoomId(20325) reverse of Command("out")	no-uid
22553	verify-location	[Sing Me an Epithet]	the Feywrot Mire	from RoomId(20336) reverse of Command("out")	no-uid
22557	verify-location	[Blacksmith's Stall]	the Feywrot Mire	from RoomId(20339) reverse of Command("out")	no-uid
22568	verify-location	[Ruined Office]	the Feywrot Mire	from RoomId(20353) reverse of Command("out")	no-uid
22569	verify-location	[A Teak Shack, Pole Party]	the Feywrot Mire	from RoomId(20353) reverse of Command("out")	no-uid
22571	verify-location	[Smuggling Tunnels, Passage]	the Feywrot Mire	from RoomId(20122) reverse of Command("go indentations")	no-uid
22572	verify-location	[A Haphazard Wooden Shack]	the Feywrot Mire	from RoomId(20122) reverse of Command("out")	no-uid
22573	verify-location	[Let It Burn]	the Feywrot Mire	from RoomId(20111) reverse of Command("go door")	no-uid
23159	verify-location	[Treasure Trove]	the Feywrot Mire	from RoomId(20348) reverse of Command("go cave opening")	no-uid
24321	verify-location	[Fen Furnishings]	the Feywrot Mire	from RoomId(20323) reverse of Steps([Step { action: Move("go entrance"), when: None }])	no-uid
24324	verify-location	[Necropolis, Apse]	the Feywrot Mire	from RoomId(24323) reverse of Command("go passageway")	no-uid
25340	verify-location	[Let It Burn]	the Feywrot Mire	from RoomId(20111) reverse of Command("go door")	no-uid
25347	verify-location	[Smuggling Tunnels, Passage]	the Feywrot Mire	from RoomId(20122) reverse of Command("go indentations")	no-uid
25431	verify-location	[Caravan Consignments]	the Feywrot Mire	from RoomId(20264) reverse of Command("go narrow door")	no-uid
25471	verify-location	[Treasure Trove]	the Feywrot Mire	from RoomId(20348) reverse of Command("go opening")	no-uid
5837	verify-location	[Glaise Cnoc, Cemetery]	the Glaise Cnoc Cemetery	from RoomId(5836) reverse of Command("southwest")	
5838	verify-location	[Glaise Cnoc, Cemetery]	the Glaise Cnoc Cemetery	from RoomId(5837) reverse of Command("southwest")	
3644	location	[Sea Breeze Tavern, Front Steps]	the Isle of Four Winds	from RoomId(3643) reverse of Command("south")	no-uid
23186	verify-location	[A Weathered Shack]	the Lower Dragonsclaw	from RoomId(426) reverse of Command("out")	
7907	location	[A Tree-Lined Walkway]	the Lower Dragonsclaw	from RoomId(418) reverse of Command("go walkway")	no-uid
2927	verify-location	[Northward Trail, Snow Plains]	the Sleeping Lady Mountains	from RoomId(2926) reverse of Command("east")	
23529	verify-location	[A Weathered Shack]	the South River Road	from RoomId(11013) reverse of Command("out")	
8548	verify-location	[Mountain Path, Ledge]	the Upper Trollfang	from RoomId(8547) reverse of Command("down")	
23606	verify-location	[Catacombs, Fetid Alcove]	the catacombs	from RoomId(5924) reverse of Steps([Step { action: Put("search"), when: None }, Step { action: Move("go crevice"), when: None }])	
13253	location	[Massive Tower, Nexus]	the free port of Solhaven	from RoomId(1599) reverse of Command("out")	no-uid
25677	verify-location	[A Derelict Hovel]	the free port of Solhaven	RoomId(1467) Command("go hovel")	no-uid
13173	verify-location	[A Weathered Shack]	the holdings of Vornavis	from RoomId(4618) reverse of Command("out")	
12567	verify-location	[Glade]	the old Logging Road	from RoomId(12566) reverse of Command("north")	
1497	location	[Solhaven, Grebe and Eider]	the southern part of Solhaven	from RoomId(1496) reverse of Command("northwest")	no-uid
1498	location	[Solhaven, Grebe and Eastending]	the southern part of Solhaven	from RoomId(1532) reverse of Command("east")	no-uid
1499	location	[Solhaven, Eastbridge End]	the southern part of Solhaven	from RoomId(1500) reverse of Command("north")	no-uid
1537	location	[Solhaven, Baron's Bridge Road]	the southern part of Solhaven	from RoomId(1491) reverse of Command("north")	no-uid
1555	location	[Solhaven, No Name Road]	the southern part of Solhaven	from RoomId(1554) reverse of Command("south")	no-uid
1558	location	[Solhaven, Murre and Grebe]	the southern part of Solhaven	from RoomId(1536) reverse of Command("north")	no-uid
1570	location	[Solhaven, Beacon Circle South]	the southern part of Solhaven	from RoomId(1565) reverse of Command("north")	no-uid
1583	location	[Solhaven, South Market Pier]	the southern part of Solhaven	from RoomId(1547) reverse of Command("west")	no-uid
1591	location	[Solhaven, Scaup and Limpet]	the southern part of Solhaven	from RoomId(1594) reverse of Command("northwest")	no-uid
1593	location	[Solhaven, Scaup Road]	the southern part of Solhaven	from RoomId(1500) reverse of Command("east")	no-uid
20749	verify-location	[A Weathered Shack]	the southern snowfields	from RoomId(2491) reverse of Command("out")	
3056	location	[A Snow-covered Path]	the southern snowfields	from RoomId(2490) reverse of Command("south")	no-uid
18964	verify-location	[Sorcerer Guild, Arcane Studies]	the town of Icemule Trace	from RoomId(18963) reverse of Command("go door")	
18967	verify-location	[Sorcerer Guild, Cauldrons]	the town of Icemule Trace	from RoomId(18965) reverse of Command("north")	
18968	verify-location	[Sorcerer Guild, Cauldron]	the town of Icemule Trace	from RoomId(18967) reverse of Command("out")	
3348	location	[The Heart of the Art, Icemule]	the town of Icemule Trace	from RoomId(2363) reverse of Command("go portal")	no-uid
18012	location	[Marble Tunnel]	the town of Kharam-Dzu	from RoomId(1921) reverse of Command("go door")	no-uid
19506	verify-location	[A Derelict Hovel]	the town of Kharam-Dzu	from RoomId(1931) reverse of Command("out")	
26237	verify-location	[The Motion Of The Potion]	the town of Kharam-Dzu	from RoomId(12392) reverse of Command("out")	no-uid
24241	verify-location	[Feywrot Caverns, Gnarled Roots]	the town of Wehnimer's Landing	from RoomId(313) reverse of Steps([Step { action: KeepMoving("climb root"), when: None }, Step { action: AwaitArrival, when: None }])	no-uid
3725	location	[Dragon Bones Tent]	the town of Wehnimer's Landing	from RoomId(263) reverse of Command("out")	no-uid
8678	location	[Cholgar's Bathhouse, Entryway]	the town of Wehnimer's Landing	from RoomId(226) reverse of Command("out")	no-uid
3357	verify-location	[A Derelict Hovel]	the tunnels and caverns of Zul Logoth	RoomId(1000) Command("go hovel")	no-uid
